2024-12-07 13:27:45,019 - INFO - === System Information ===
2024-12-07 13:27:45,302 - INFO - Number of GPUs: 1
2024-12-07 13:27:45,305 - INFO - GPU 0: NVIDIA H100 NVL
2024-12-07 13:27:45,305 - INFO -   - Total memory: 93.11 GB
2024-12-07 13:27:45,305 - INFO -   - Compute capability: 9.0
2024-12-07 13:27:45,305 - INFO - PyTorch version: 2.4.0
2024-12-07 13:27:45,305 - INFO - 
=== Configuration ===
2024-12-07 13:27:45,305 - INFO - 
Model Configuration:
2024-12-07 13:27:45,305 - INFO -   model_type: base
2024-12-07 13:27:45,305 - INFO -   block_size: 1024
2024-12-07 13:27:45,305 - INFO -   vocab_size: 50257
2024-12-07 13:27:45,305 - INFO -   n_layer: 12
2024-12-07 13:27:45,305 - INFO -   n_head: 12
2024-12-07 13:27:45,305 - INFO -   n_embd: 768
2024-12-07 13:27:45,305 - INFO -   dropout: 0.0
2024-12-07 13:27:45,305 - INFO -   bias: True
2024-12-07 13:27:45,305 - INFO -   diff_lambda_init: None
2024-12-07 13:27:45,305 - INFO -   sel_topk: 256
2024-12-07 13:27:45,305 - INFO - 
Training Configuration:
2024-12-07 13:27:45,306 - INFO -   total_batch_size: 524288
2024-12-07 13:27:45,306 - INFO -   micro_batch_size: 64
2024-12-07 13:27:45,306 - INFO -   sequence_length: 1024
2024-12-07 13:27:45,306 - INFO -   max_lr: 0.0006
2024-12-07 13:27:45,306 - INFO -   min_lr: 6e-05
2024-12-07 13:27:45,306 - INFO -   warmup_steps: 192
2024-12-07 13:27:45,306 - INFO -   max_steps: 5120
2024-12-07 13:27:45,306 - INFO -   weight_decay: 0.0
2024-12-07 13:27:45,306 - INFO -   grad_clip: 1.0
2024-12-07 13:27:45,306 - INFO -   validate_every: 140
2024-12-07 13:27:45,306 - INFO -   save_every: 1342
2024-12-07 13:27:45,306 - INFO -   eval_samples: 20
2024-12-07 13:27:45,306 - INFO -   device: cuda
2024-12-07 13:27:45,306 - INFO -   mixed_precision: True
2024-12-07 13:27:45,306 - INFO - 
Data Configuration:
2024-12-07 13:27:45,306 - INFO -   data_mode: cached
2024-12-07 13:27:45,306 - INFO -   cache_dir: data/cache
2024-12-07 13:27:45,306 - INFO -   full_data_dir: data/edu_fineweb10B
2024-12-07 13:27:45,306 - INFO -   local_data_path: data/edu_fineweb10B_old
2024-12-07 13:27:45,306 - INFO -   num_train_chunks: 10
2024-12-07 13:27:45,306 - INFO - 
Debug Configuration:
2024-12-07 13:27:45,306 - INFO -   enabled: False
2024-12-07 13:27:45,306 - INFO -   log_level: INFO
2024-12-07 13:27:45,306 - INFO -   log_tensors: False
2024-12-07 13:27:45,306 - INFO -   cuda_launch_blocking: False
2024-12-07 13:27:45,306 - INFO - 
Initial GPU Memory Usage:
2024-12-07 13:27:45,306 - INFO - GPU 0:
2024-12-07 13:27:45,306 - INFO -   - Allocated: 0.00 MB
2024-12-07 13:27:45,306 - INFO -   - Reserved: 0.00 MB
2024-12-07 13:27:45,306 - INFO - 
=== Training Start ===
2024-12-07 13:27:47,330 - INFO - Downloading fineweb_val_000000.bin
2024-12-07 13:27:52,347 - INFO - Downloading fineweb_train_000001.bin
2024-12-07 13:27:57,288 - INFO - Downloading fineweb_train_000002.bin
2024-12-07 13:28:02,213 - INFO - Downloading fineweb_train_000003.bin
2024-12-07 13:28:07,120 - INFO - Downloading fineweb_train_000004.bin
2024-12-07 13:28:12,001 - INFO - Downloading fineweb_train_000005.bin
2024-12-07 13:28:18,563 - INFO - Downloading fineweb_train_000006.bin
2024-12-07 13:28:23,433 - INFO - Downloading fineweb_train_000007.bin
2024-12-07 13:28:28,316 - INFO - Downloading fineweb_train_000008.bin
2024-12-07 13:28:33,250 - INFO - Downloading fineweb_train_000009.bin
2024-12-07 13:28:38,131 - INFO - Downloading fineweb_train_000010.bin
2024-12-07 13:28:43,493 - INFO - Starting training, total steps: 5120
2024-12-07 13:28:49,346 - INFO - Step 0: train_loss=10.9538, val_loss=10.8403, lr=3.60e-03
2024-12-07 13:28:52,225 - INFO - Step 0: train_loss=10.9538, time=8732.00ms/step, lr=3.60e-03
2024-12-07 13:28:55,011 - INFO - Step 1: train_loss=10.8340, time=2785.37ms/step, lr=3.60e-03
2024-12-07 13:28:57,803 - INFO - Step 2: train_loss=10.7345, time=2791.50ms/step, lr=3.60e-03
2024-12-07 13:29:00,600 - INFO - Step 3: train_loss=10.6368, time=2796.92ms/step, lr=3.60e-03
2024-12-07 13:29:03,402 - INFO - Step 4: train_loss=10.5591, time=2800.75ms/step, lr=3.60e-03
2024-12-07 13:29:06,205 - INFO - Step 5: train_loss=10.4826, time=2802.56ms/step, lr=3.60e-03
2024-12-07 13:29:09,012 - INFO - Step 6: train_loss=10.4175, time=2806.87ms/step, lr=3.60e-03
2024-12-07 13:29:11,816 - INFO - Step 7: train_loss=10.3519, time=2803.17ms/step, lr=3.60e-03
2024-12-07 13:29:14,624 - INFO - Step 8: train_loss=10.3171, time=2808.27ms/step, lr=3.60e-03
2024-12-07 13:29:17,435 - INFO - Step 9: train_loss=10.2659, time=2810.55ms/step, lr=3.60e-03
2024-12-07 13:29:20,249 - INFO - Step 10: train_loss=10.2270, time=2812.94ms/step, lr=3.60e-03
2024-12-07 13:29:23,062 - INFO - Step 11: train_loss=10.1955, time=2812.73ms/step, lr=3.60e-03
2024-12-07 13:29:25,876 - INFO - Step 12: train_loss=10.1419, time=2813.59ms/step, lr=3.60e-03
2024-12-07 13:29:28,695 - INFO - Step 13: train_loss=10.1055, time=2818.92ms/step, lr=3.60e-03
2024-12-07 13:29:31,514 - INFO - Step 14: train_loss=10.0718, time=2818.33ms/step, lr=3.60e-03
2024-12-07 13:29:34,315 - INFO - Step 15: train_loss=10.0534, time=2800.35ms/step, lr=3.60e-03
2024-12-07 13:29:37,122 - INFO - Step 16: train_loss=10.0249, time=2806.96ms/step, lr=3.60e-03
2024-12-07 13:29:39,927 - INFO - Step 17: train_loss=9.9905, time=2804.36ms/step, lr=3.60e-03
2024-12-07 13:29:42,737 - INFO - Step 18: train_loss=9.9772, time=2809.94ms/step, lr=3.60e-03
2024-12-07 13:29:45,551 - INFO - Step 19: train_loss=9.9565, time=2813.81ms/step, lr=3.60e-03
2024-12-07 13:29:48,363 - INFO - Step 20: train_loss=9.9280, time=2811.44ms/step, lr=3.60e-03
2024-12-07 13:29:51,177 - INFO - Step 21: train_loss=9.9068, time=2813.69ms/step, lr=3.60e-03
2024-12-07 13:29:53,995 - INFO - Step 22: train_loss=9.8669, time=2817.59ms/step, lr=3.60e-03
2024-12-07 13:29:56,813 - INFO - Step 23: train_loss=9.8721, time=2817.07ms/step, lr=3.60e-03
2024-12-07 13:29:59,630 - INFO - Step 24: train_loss=9.8317, time=2817.38ms/step, lr=3.60e-03
2024-12-07 13:30:02,450 - INFO - Step 25: train_loss=9.8379, time=2819.50ms/step, lr=3.60e-03
2024-12-07 13:30:05,268 - INFO - Step 26: train_loss=9.8163, time=2817.91ms/step, lr=3.60e-03
2024-12-07 13:30:08,091 - INFO - Step 27: train_loss=9.7943, time=2821.98ms/step, lr=3.60e-03
2024-12-07 13:30:10,914 - INFO - Step 28: train_loss=9.8052, time=2823.15ms/step, lr=3.60e-03
2024-12-07 13:30:13,733 - INFO - Step 29: train_loss=9.7901, time=2818.72ms/step, lr=3.60e-03
2024-12-07 13:30:16,552 - INFO - Step 30: train_loss=9.7788, time=2818.53ms/step, lr=3.60e-03
2024-12-07 13:30:19,370 - INFO - Step 31: train_loss=9.7568, time=2817.67ms/step, lr=3.60e-03
2024-12-07 13:30:22,189 - INFO - Step 32: train_loss=9.7400, time=2818.54ms/step, lr=3.60e-03
2024-12-07 13:30:25,009 - INFO - Step 33: train_loss=9.7426, time=2819.36ms/step, lr=3.60e-03
